brown,brown.a.01,brown.a.01,1
money,money.n.01,money.n.01,1
need,need.v.02,need.v.02,1
is,O,O,1
manipulative,manipulative.a.01,manipulative.s.01,1
Everything,entity.n.01,entity.n.01,1
is,O,O,1
new,new.a.01,new.a.01,1
did,O,O,1
n't,O,O,1
answer,answer.v.03,answer.n.01,0
all,O,O,1
questions,question.n.03,question.n.01,0
is,O,O,1
eavesdropping,eavesdrop.v.01,eavesdrop.v.01,1
lucky,lucky.a.02,lucky.a.02,1
live,live.a.01,live.v.01,0
is,O,O,1
drowning,drown.v.03,submerge.v.02,0
friend,friend.n.01,friend.n.01,1
invited,invite.v.05,invite.v.02,0
to,O,O,1
dinner,dinner.n.02,dinner.n.01,0
at,O,O,1
restaurant,restaurant.n.01,restaurant.n.01,1
hope,hope.v.01,hope.n.01,0
's,O,O,1
all~right,all_right.a.01,all_right.a.01,1
caused,cause.v.01,cause.v.01,1
broke,break_up.v.02,break_out.v.01,0
up,O,O,1
with,O,O,1
Why,reason.n.01,reason.n.01,1
are,O,O,1
shouting,shout.v.01,shout.v.01,1
is,O,O,1
gay,gay.a.06,gay.a.06,1
found,find.v.03,find.v.01,0
draws,draw.v.06,pull.v.01,0
well,well.r.01,well.a.01,0
did,O,O,1
not,O,O,1
read,read.v.01,read.v.01,1
book,book.n.01,book.n.02,0
and,O,O,1
stopped,stop.v.02,stop.v.02,1
hugging,hug.v.01,embrace.v.02,1
dog,dog.n.01,dog.n.01,1
ran,run.v.01,run_away.v.01,0
in,O,O,1
yard,yard.n.02,yard.n.02,1
went,O,go.v.01,0
fishing,fish.v.02,fish.v.02,1
Do,O,O,1
prefer,prefer.v.01,prefer.v.01,1
Belgian,country.n.02,belgian.a.01,0
or,O,O,1
German,country.n.02,country.n.02,1
beer,beer.n.01,beer.n.01,1
is,O,O,1
ready,ready.a.01,ready.a.01,1
drives,drive.v.02,drive.v.01,0
slowly,slowly.r.01,slowly.r.01,1
How,O,O,1
much,O,O,1
did,O,O,1
glasses,glasses.n.03,glasses.n.01,0
cost,cost.v.01,cost.v.01,1
grandmother,grandmother.n.01,grandmother.n.01,1
passed,pass_away.v.01,pass_away.v.01,1
away,O,O,1
Eight,O,O,1
plus,plus.n.02,plus.n.02,1
two,O,O,1
is,be.v.06,O,0
ten,O,O,1
was,O,O,1
excited,excited.a.01,excited.a.01,1
Somebody,person.n.01,person.n.01,1
's,O,O,1
at,O,O,1
front~door,front_door.n.01,front_door.n.01,1
's,O,O,1
house,house.n.01,house.n.01,1
is,O,O,1
easy,easy.a.01,easy.a.01,1
to,O,O,1
find,find.v.03,find.v.03,1
spent,spend.v.01,spend.v.01,1
several,O,O,1
hours,hour.n.01,hour.n.01,1
in,O,O,1
library,library.n.05,library.n.03,0
has,have.v.02,O,0
bought,buy.v.01,buy.v.01,1
house,house.n.01,house.n.01,1
which,O,entity.n.01,0
six,O,O,1
rooms,room.n.01,room.n.01,1
am,O,O,1
spreading,spread.v.10,spread.v.01,0
mustard,mustard.n.02,mustard.n.01,0
on,O,O,1
slice,slice.n.02,slice.n.02,1
of,O,O,1
bread,bread.n.01,bread.n.01,1
cups,cup.n.01,cup.n.02,0
are,O,O,1
broken,broken.a.01,broken.a.01,1
'm,O,O,1
too,O,O,1
crawled,crawl.v.01,crawl.v.01,1
out~of,O,O,1
bed,bed.n.01,bed.n.01,1
benefited,benefit.v.01,profit.v.01,1
greatly,greatly.r.01,greatly.r.01,1
from,O,O,1
's,O,O,1
generous,generous.a.01,generous.a.01,1
support,support.n.01,support.v.02,0
is,O,O,1
courteous,courteous.a.01,courteous.s.01,1
is,O,O,1
writing,write.v.02,write.v.01,0
letter,letter.n.01,letter.n.01,1
eat,eat.v.01,eat.v.01,1
banana,banana.n.02,banana.n.02,1
is,O,O,1
taller,tall.a.01,tall.a.01,1
than,O,O,1
Is,O,O,1
popular,popular.a.01,popular.a.01,1
in,O,O,1
as~well,O,O,1
Alas,alas.r.01,ala.n.01,0
is,O,O,1
as,O,O,1
tall,tall.a.01,tall.a.01,1
father,father.n.01,father.n.01,1
oversimplifies,oversimplify.v.01,O,0
everything,entity.n.01,entity.n.01,1
ca,O,O,1
n't,O,O,1
talk,talk.v.02,talk.v.01,0
now,O,O,1
has,have.v.01,O,0
Swiss,country.n.02,country.n.02,1
bank~account,bank_account.n.01,bank_account.n.01,1
story,story.n.02,story.n.01,0
does,O,O,1
n't,O,O,1
have,have.v.02,O,0
happy,happy.a.01,happy.a.01,1
ending,ending.n.04,end.v.01,0
is,O,O,1
impossible,impossible.a.01,O,0
's,O,O,1
paralyzed,paralyzed.a.01,O,0
've,O,O,1
been,O,O,1
stung,sting.v.02,sting.v.02,1
by,O,O,1
hornet,hornet.n.01,hornet.n.01,1
failed,fail.v.07,fail.v.01,0
because,O,O,1
did,O,O,1
n't,O,O,1
study,study.v.05,study.v.05,1
got,O,O,1
sick,sick.a.01,sick.a.01,1
's,be.v.02,O,0
favorite,favorite.a.02,favorite.a.02,1
commercial,commercial.n.01,commercial.a.01,0
lowered,lower.v.01,lower.v.03,0
bucket,bucket.n.01,bucket.n.01,1
into,O,O,1
well,well.n.01,well.a.01,0
's,be.v.02,O,0
oldest,old.a.01,old.a.02,1
son,son.n.01,son.n.01,1
'm,O,O,1
nervous,nervous.a.04,nervous.a.02,1
now,O,O,1
reached,reach.v.03,reach.v.01,0
for,O,O,1
pistol,pistol.n.01,pistol.n.01,1
Sally,female.n.02,O,0
is,O,O,1
two,O,O,1
years,year.n.01,year.n.01,1
older,old.a.01,old.a.01,1
than,O,O,1
But,O,O,1
nobody,O,person.n.01,0
believed,believe.v.01,believe.v.01,1
love,love.v.01,love.v.01,1
Italian,country.n.02,country.n.02,1
food,food.n.02,food.n.02,1
is,O,O,1
still,O,O,1
uncertain,uncertain.a.01,uncertain.a.01,1
family,family.n.01,family.n.04,0
is,O,O,1
very,very.r.01,very.r.01,1
proud,proud.a.01,proud.a.01,1
of,O,O,1
is,O,O,1
as,O,O,1
fast,O,fast.a.02,0
leopard,leopard.n.02,leopard.n.01,0
loves,love.v.02,love.v.01,0
to,O,O,1
cook,cook.v.01,O,0
If,O,O,1
text,text.n.01,text.n.01,1
does,O,O,1
n't,O,O,1
make,make_sense.v.01,make.v.01,0
sense,O,sense.n.01,0
is,O,O,1
coherent,coherent.a.01,coherent.a.01,1
serpent,serpent.n.01,snake.n.01,1
tempted,tempt.v.02,tempt.v.01,0
ca,O,O,1
n't,O,O,1
speak,speak.v.03,speak.v.03,1
French,french.n.01,french.n.01,1
Spanish,spanish.n.01,spanish.n.01,1
wants,want.v.01,want.v.01,1
to,O,O,1
paint,paint.v.02,paint.v.01,0
car,car.n.01,car.n.01,1
bright~blue,bright_blue.a.01,O,0
never,time.n.01,O,0
lie,lie.v.05,lie.n.01,0
politician,politician.n.01,politician.n.02,0
is,be.v.01,O,0
old,old.a.04,old.a.01,0
fox,fox.n.02,fox.n.01,0
are,O,O,1
dozing,doze_off.v.01,doze_off.v.01,1
off,O,O,1
cat,cat.n.01,cat.n.01,1
is,O,O,1
watching,watch.v.01,watch.v.03,0
fish,fish.n.01,fish.n.01,1
decapitated,decapitated.a.01,beheaded.s.01,1
body,person.n.02,person.n.01,0
was,be.v.03,O,0
on,O,O,1
coroner,coroner.n.01,coroner.n.01,1
's,O,O,1
table,table.n.02,table.n.02,1
Many,O,O,1
man,man.n.03,man.n.01,0
has,O,O,1
predicted,predict.v.01,predict.v.01,1
is,be.v.02,O,0
one,person.n.01,person.n.01,1
want,want.v.03,want.v.01,0
jumped,jump.v.01,jump.v.01,1
into,O,O,1
train,train.n.01,train.n.01,1
is,O,O,1
more,more.r.01,O,0
popular,popular.a.01,popular.a.01,1
than,O,O,1
roads,road.n.01,roads.n.01,0
lead,lead.v.11,lead.n.02,0
to,O,O,1
station,station.n.01,station.n.01,1
found,find.v.03,find.v.01,0
one,entity.n.01,person.n.01,0
son,son.n.01,son.n.01,1
will,O,O,1
take,take_over.v.03,take_place.v.01,0
over,O,O,1
job,job.n.02,job.n.01,0
Speak,speak.v.01,O,0
clear,clear.a.09,clear.a.01,0
shoes,shoe.n.01,shoe.n.01,1
are,O,O,1
little,O,little.a.03,0
loose,loose.a.03,loose.a.01,1
ca,O,O,1
n't,O,O,1
understand,understand.v.01,understand.v.01,1
table,table.n.01,table.n.02,0
is,be.v.02,O,0
map,map.n.01,map.n.01,1
of,O,O,1
city,city.n.01,city.n.01,1
was,O,O,1
carrying,carry.v.01,carry.v.01,1
bucket,bucket.n.01,bucket.n.01,1
of,O,O,1
water,water.n.06,water.n.06,1
was,O,O,1
crying,cry.v.02,cry.v.02,1
're,O,O,1
very,very.r.01,very.r.01,1
happy,happy.a.01,happy.a.01,1
with,O,O,1
results,result.n.03,result.n.03,1
'm,O,O,1
really,O,really.r.04,0
fed~up,fed_up.a.01,fed_up.a.01,1
with,O,O,1
heat,heat.n.02,heat.n.02,1
Man,man.n.11,man.n.01,0
has,O,O,1
been,O,O,1
writing,write.v.02,write.v.01,0
for,O,O,1
about,O,O,1
years,O,year.n.01,0
acknowledged,acknowledge.v.01,acknowledge.v.01,1
mistake,mistake.n.01,mistake.n.01,1
lot,O,O,1
of,O,O,1
insects,insect.n.01,insect.n.01,1
are,O,O,1
chirping,chirp.v.01,peep.v.03,1
in,O,O,1
field,field.n.01,field.n.01,1
'm,be.v.08,O,0
volleyball~player,volleyball_player.n.01,O,0
mother,mother.n.01,mother.n.01,1
made,make.v.06,make.v.06,1
sweater,sweater.n.01,sweater.n.01,1
are,O,O,1
not,O,O,1
watching,watch.v.03,watch.v.03,1
TV,tv.n.01,tv.n.02,0
now,O,O,1
is,O,O,1
exciting,exciting.a.01,exciting.a.01,1
pie,pie.n.01,pie.n.01,1
is,O,O,1
fresh,fresh.a.01,fresh.a.01,1
is,O,O,1
watering,water.v.02,water.v.01,0
garden,garden.n.01,garden.n.01,1
played,play.v.03,play.v.01,0
piano,piano.n.01,piano.n.01,1
and,O,O,1
sang,sing.v.01,sing.v.02,0
hugged,hug.v.01,hug.v.01,1
saw,see.v.01,see.v.01,1
monkey,monkey.n.01,monkey.n.01,1
at,O,O,1
zoo,zoo.n.01,zoo.n.01,1
'll,O,O,1
hang,hang_up.v.02,hang.v.05,0
coat,coat.n.01,coat.n.01,1
up,O,O,1
behind,O,O,1
door,door.n.01,door.n.01,1
called,call_up.v.02,call.v.01,0
mother,mother.n.01,mother.n.01,1
up,O,O,1
from,O,O,1
airport,airport.n.01,airport.n.01,1
There,O,O,1
are,be.v.03,O,0
over,O,O,1
speakers,speaker.n.01,speaker.n.02,0
in,O,O,1
world,world.n.04,world.n.04,1
was,O,O,1
expelled,expel.v.01,expel.v.01,1
from,O,O,1
school,school.n.01,school.n.02,0
Despite,O,O,1
great,great.a.01,great.a.04,1
wealth,wealth.n.01,wealth.n.01,1
are,O,O,1
not,O,O,1
happy,happy.a.02,happy.a.01,0
started,start.v.01,start.v.02,0
walking,walk.v.01,walk.v.01,1
has,O,O,1
read,read.v.01,read.v.01,1
times,time.n.01,time.n.01,1
gave,give.v.03,give.v.03,1
money,money.n.01,money.n.01,1
of,O,O,1
were,O,O,1
surprised,surprised.a.01,surprised.a.01,1
at,O,O,1
news,news.n.01,news.n.01,1
rain,rain.n.01,rain.n.01,1
is,O,O,1
letting,let_up.v.01,let_up.v.01,1
up,O,O,1
'll,O,O,1
miss,miss.v.02,miss.v.05,0
too,O,O,1
am,O,O,1
counting,count.v.08,count.v.01,0
on,O,O,1
help,help.n.01,help.v.01,0
is,O,O,1
extremely,extremely.r.01,extremely.r.02,1
fit,fit.a.03,fit.a.03,1
's,O,O,1
plan,plan.n.01,plan.n.01,1
actually,actually.r.01,actually.r.01,1
worked,work.v.03,work.v.02,0
's,O,O,1
shorter,short.a.03,short.a.03,1
than,O,O,1
father,father.n.01,father.n.01,1
want,want.v.01,want.v.01,1
now,O,O,1
Emily,female.n.02,female.n.02,1
is,O,O,1
crying,cry.v.02,cry.v.02,1
borrowed,borrow.v.01,borrow.v.01,1
's,O,O,1
car,car.n.01,car.n.01,1
brought,bring.v.01,bring.v.01,1
wine,wine.n.01,wine.n.01,1
train,train.n.01,train.n.01,1
leaves,leave.v.01,leave.v.01,1
at,O,O,1
nine~o'clock,O,O,1
's,O,O,1
speech,speech.n.01,speech.n.01,1
was,O,O,1
good,good.a.01,good.a.01,1
ripped,rip_off.v.01,rip_up.v.01,0
off,O,O,1
have,O,O,1
been,be.v.03,O,0
to,O,O,1
twice,O,O,1
picked,pick_up.v.02,pick.v.02,0
diamond,O,diamond.n.01,0
up,O,O,1
and,O,O,1
looked,look.v.01,look.v.02,0
at,O,O,1
came,come.v.01,come.v.02,0
back,back.r.01,back.n.01,0
at,O,O,1
bedroom,bedroom.n.01,bedroom.n.01,1
is,O,O,1
crawling,crawl.v.03,crawl.v.03,1
with,O,O,1
spiders,spider.n.01,spider.n.01,1
is,O,O,1
very,very.r.01,very.r.01,1
polite,polite.a.01,polite.a.01,1
's,O,O,1
good,good.a.01,good.a.01,1
Maybe,O,O,1
killed,kill.v.01,kill.v.01,1
's,O,O,1
cleaning,clean.v.01,clean_out.v.01,0
book,book.n.01,book.n.02,0
There,O,O,1
are,be.v.03,O,0
plenty,O,O,1
of,O,O,1
fish,fish.n.01,fish.n.01,1
in,O,O,1
river,river.n.01,river.n.01,1
was,O,O,1
praying,pray.v.01,pray.v.01,1
doctor,doctor.n.01,doctor.n.01,1
told,tell.v.02,tell.v.02,1
should,O,O,1
eat,eat.v.01,eat.v.01,1
lot,O,O,1
of,O,O,1
vegetables,vegetable.n.01,vegetable.n.01,1
saw,see.v.01,see.v.01,1
small,small.a.02,small.a.01,0
on,O,O,1
left,left.a.01,leave.v.01,0
knee,knee.n.01,knee.n.01,1
won,win.v.01,win.v.01,1
phone,phone.n.01,phone.n.01,1
am,O,O,1
engaged,engage.v.05,engage.v.05,1
to,O,O,1
was,O,O,1
afraid,afraid.a.01,afraid.a.01,1
is,O,O,1
n't,O,O,1
winning,win.v.01,win.v.01,1
suit,suit.n.01,suit.n.01,1
's,O,O,1
made,make.v.03,make.v.06,0
of,O,O,1
very,very.r.01,very.r.01,1
rough,rough.a.01,rough.a.01,1
material,material.n.01,material.n.01,1
Somebody,person.n.01,person.n.01,1
catch,catch.v.04,catch.v.19,0
man,man.n.01,man.n.01,1
is,O,O,1
amused,amused.a.01,amused.a.01,1
Are,be.v.02,O,0
yours,O,O,1
always,time.n.01,O,0
get,get_up.v.02,get.v.05,0
up,O,O,1
at,O,O,1
in,O,O,1
morning,morning.n.01,morning.n.01,1
price,price.n.02,price.n.02,1
rose,rise.v.02,rise.v.01,0
threw,throw.v.01,throw.v.01,1
rope,rope.n.01,rope.n.01,1
tour,tour.n.01,tour.n.01,1
is,O,O,1
going,O,go.v.01,0
to,O,O,1
be,O,O,1
amazing,amazing.a.01,amazing.s.01,1
can,O,O,1
buy,buy.v.01,buy.v.01,1
stamps,stamp.n.04,cast.n.03,0
at,O,O,1
post~office,post_office.n.01,post_office.n.01,1
's,O,O,1
eyes,eye.n.01,eye.n.01,1
are,O,O,1
red,red.a.01,red.a.01,1
and,O,O,1
looks,look.v.02,look_like.v.01,0
very,very.r.01,very.r.01,1
tired,tired.a.01,tired.a.01,1
's,O,O,1
cooking,cook.v.02,cook.v.01,0
breakfast,breakfast.n.01,breakfast.n.01,1
played,play.v.05,play.v.01,0
on,O,O,1
banks,bank.n.01,banks.n.01,0
of,O,O,1
handed,hand.v.01,hand.v.01,1
glass,glass.n.02,glass.n.02,1
of,O,O,1
red~wine,red_wine.n.01,red_wine.n.01,1
were,O,O,1
right,right.a.05,O,0
There,O,O,1
are,be.v.03,O,0
many,O,O,1
birds,bird.n.01,bird.n.01,1
in,O,O,1
park,park.n.01,park.n.02,0
is,O,O,1
personal,personal.a.01,personal.a.01,1
is,O,O,1
angry,angry.a.01,angry.a.01,1
now,O,O,1
rented,rent.v.03,rent.v.02,0
canoe,canoe.n.01,canoe.n.01,1
did,O,O,1
n't,O,O,1
murder,murder.v.01,murder.n.01,0
anyone,person.n.01,person.n.01,1
am,O,O,1
saving,save_up.v.01,salvage.v.01,0
up,O,O,1
so~that,O,O,1
can,O,O,1
go,go.v.01,go.v.01,1
to,O,O,1
like,like.v.02,like.v.02,1
bright,bright.a.01,bright.a.03,0
colors,color.n.01,colors.n.01,0
agree,agree.v.01,agree.v.01,1
loves,love.v.01,love.v.01,1
tulips,tulip.n.01,tulip.n.01,1
love,love.v.01,love.v.01,1
thick,thick.a.03,thick.a.01,1
creamy,creamy.a.02,creamy.s.01,1
mushroom,mushroom.n.01,mushroom.n.01,1
soup,soup.n.01,soup.n.01,1
honked,honk.v.02,honk.v.01,0
horn,horn.n.11,horn.n.09,0
's,be.v.01,O,0
terrible,terrible.a.02,terrible.a.01,1
driver,driver.n.01,driver.n.01,1
fled,flee.v.01,flee.v.01,1
'm,O,O,1
exhausted,exhausted.a.01,exhausted.a.01,1
conference,conference.n.01,conference.n.01,1
drew,draw.v.26,draw.v.06,0
diplomats,diplomat.n.01,diplomat.n.01,1
loved,love.v.01,love.v.03,0
of,O,O,1
twisted,twist.v.09,twist.v.10,0
truth,truth.n.02,truth.n.01,0
admire,admire.v.01,admire.v.01,1
talent,talent.n.01,endowment.n.01,1
monkey,monkey.n.01,monkey.n.01,1
escaped,escape.v.01,escape.v.01,1
from,O,O,1
cage,cage.n.01,cage.n.01,1
man,man.n.01,man.n.01,1
is,O,O,1
playing,play.v.07,play.v.01,0
flute,flute.n.01,flute.n.01,1
badger,badger.n.02,badger.n.02,1
is,O,O,1
n't,O,O,1
burrowing,burrow.v.01,burrow.v.01,1
hole,hole.n.02,hole.n.01,0
whispered,whisper.v.01,whisper.v.01,1
something,entity.n.01,entity.n.01,1
to,O,O,1
and,O,O,1
smiled,smile.v.02,smile.v.02,1
asked,ask.v.01,ask.v.01,1
if,O,O,1
like,like.v.02,like.v.02,1
mathematics,mathematics.n.01,mathematics.n.01,1
Somebody,person.n.01,person.n.01,1
was,O,O,1
murdered,murder.v.01,murder.v.01,1
Baena~Soares,male.n.02,O,0
was,O,O,1
arrested,arrest.v.01,arrest.v.01,1
by,O,O,1
armed~forces,armed_forces.n.01,O,0
Reform,reform.n.01,reform.n.01,1
allows,allow.v.01,let.v.01,1
home,home.n.02,home.n.01,0
schooling,schooling.n.01,schooling.n.01,1
is,O,O,1
located,located.a.01,located.a.01,1
in,O,O,1
was,O,O,1
torn,tear_down.v.01,tear_down.v.01,1
down,O,O,1
in,O,O,1
Finishing,finish.v.01,complete.v.01,1
job,job.n.02,job.n.01,0
by,O,O,1
will,O,O,1
be,be.v.01,O,0
piece~of~cake,piece_of_cake.n.01,piece_of_cake.n.01,1
smell,smell.n.01,smell.v.01,0
of,O,O,1
lilies,lily.n.01,lily.n.01,1
filled,fill.v.01,fill.v.01,1
room,room.n.01,room.n.01,1
wrote,write.v.01,write.v.01,1
book,book.n.01,book.n.02,0
dog,dog.n.01,dog.n.01,1
is,O,O,1
dying,die.v.01,die.v.06,0
lives,live.v.01,live.v.01,1
in,O,O,1
hospital,hospital.n.01,hospital.n.01,1
has,have.v.02,O,0
lot,O,O,1
of,O,O,1
new,new.a.01,new.a.01,1
equipment,equipment.n.01,equipment.n.01,1
wants,want.v.03,want.v.01,0
money,money.n.01,money.n.01,1
mother~tongue,mother_tongue.n.01,mother_tongue.n.01,1
is,be.v.02,O,0
Japanese,japanese.n.02,country.n.02,0
do,O,O,1
n't,O,O,1
have,have.v.04,O,0
bicycle,bicycle.n.01,bicycle.n.01,1
Where,location.n.01,location.n.01,1
's,be.v.03,O,0
newspaper,newspaper.n.01,newspaper.n.03,0
has,O,O,1
resigned,resign.v.02,resign.v.01,0
Nobody,O,person.n.01,0
can,O,O,1
surpass,surpass.v.02,excel.v.01,0
are,be.v.03,O,0
on,O,O,1
wrong,wrong.a.03,wrong.a.01,0
train,train.n.01,train.n.01,1
wrinkled,wrinkle.v.03,wrinkled.a.02,0
brows,brow.n.02,brow.n.01,0
had,have.v.01,O,0
one,O,person.n.01,0
daughter,daughter.n.01,daughter.n.01,1
postman,postman.n.01,mailman.n.01,1
was,O,O,1
bitten,bite.v.01,bite.v.01,1
by,O,O,1
dog,dog.n.01,dog.n.01,1
'm,O,O,1
pregnant,pregnant.a.01,pregnant.a.01,1
shoes,shoe.n.01,shoe.n.01,1
are,O,O,1
brown,brown.a.01,brown.a.01,1
was,O,O,1
brave,brave.a.01,brave.a.01,1
dog,dog.n.01,dog.n.01,1
is,O,O,1
white,white.a.01,white.a.01,1
designed,design.v.03,design.v.03,1
own,own.a.01,own.v.01,0
clothes,clothes.n.01,clothes.n.01,1
house,house.n.01,house.n.01,1
is,O,O,1
famous,famous.a.01,famous.a.01,1
Is,O,O,1
explanation,explanation.n.01,explanation.n.01,1
clear,clear.a.01,clear.a.01,1
sings,sing.v.02,sing.v.02,1
song,song.n.01,song.n.01,1
bicycle,bicycle.n.01,bicycle.n.01,1
is,be.v.02,O,0
mine,O,O,1
Oscar,animal.n.01,academy_award.n.01,0
was,be.v.02,O,0
mum,mum.n.02,mum.n.02,1
's,O,O,1
dog,dog.n.01,dog.n.01,1
According,according.a.02,according.a.02,1
to,O,O,1
radio,radio.n.01,radio.n.02,0
will,O,O,1
rain,rain.v.01,rain.n.01,0
tomorrow,day.n.03,O,0
'm,O,O,1
so,so.r.01,so.r.01,1
tired,tired.a.01,tired.a.01,1
was,O,O,1
heartbroken,heartbroken.a.01,O,0
is,be.v.02,O,0
's,O,O,1
canary,canary.n.04,fink.n.01,0
thief,thief.n.01,thief.n.01,1
hid,hide.v.01,hide.v.02,0
in,O,O,1
dark,dark.a.01,dark.a.10,0
doorway,doorway.n.01,doorway.n.01,1
love,love.v.03,love.v.01,0
How,O,O,1
much,O,O,1
does,O,O,1
tie,tie.n.01,tie.n.01,1
cost,cost.v.01,cost.v.01,1
based,based.a.02,based.a.02,1
Conservation~Corporation,company.n.01,O,0
threatens,threaten.v.01,endanger.v.01,1
local,local.a.02,local.a.01,1
population,population.n.02,population.n.01,0
Approximately,O,O,1
farmers,farmer.n.01,farmer.n.01,1
were,O,O,1
disowned,disown.v.02,disinherit.v.01,0
during,O,O,1
agricultural,agricultural.a.02,agricultural.a.01,0
reform,reform.n.01,reform.n.01,1
HBV~Union,alliance.n.03,O,0
Austrian,country.n.02,country.n.02,1
job,job.n.01,job.n.01,1
market,market.n.01,market.n.05,0
is,O,O,1
also,O,O,1
improving,improve.v.02,better.v.02,0
How,O,O,1
was,O,O,1
founded,found.v.01,found.v.01,1
Which,entity.n.01,entity.n.01,1
state,state.n.01,state.n.01,1
has,have.v.02,O,0
longest,long.a.02,long.a.02,1
coastline,coastline.n.01,coastline.n.01,1
on,O,O,1
is,be.v.02,O,0
most,most.r.01,most.r.01,1
famous,famous.a.01,famous.a.01,1
international,international.a.01,international.a.01,1
terrorist,terrorist.n.01,terrorist.n.01,1
How,O,O,1
tall,tall.a.01,tall.a.01,1
is,O,O,1
Matterhorn,mountain.n.01,O,0
How,O,O,1
many,O,O,1
inhabitants,inhabitant.n.01,inhabitant.n.01,1
does,O,O,1
have,have.v.02,O,0
wo,O,O,1
n't,O,O,1
speak,speak.v.02,speak.v.03,0
to,O,O,1
am,O,O,1
acquainted,acquainted.a.01,acquainted.a.01,1
with,O,O,1
need,need.v.01,need.v.02,0
to,O,O,1
buy,buy.v.01,buy.v.01,1
one,entity.n.01,person.n.01,0
think,think.v.01,think.v.01,1
is,O,O,1
outgoing,outgoing.a.03,outgoing.a.03,1
saw,see.v.03,see.v.01,0
everything,entity.n.01,entity.n.01,1
am,O,O,1
not,O,O,1
have,have.v.01,O,0
electric~guitar,electric_guitar.n.01,electric_guitar.n.01,1
pilot,pilot.n.01,pilot.n.01,1
